customer_id,month,total_revenue,total_orders,total_units,avg_order_value
CUST0138,2023-04,3796.2,1,5,3796.2
CUST0138,2023-11,791.14,1,3,791.14
CUST0138,2024-03,4055.78,1,5,4055.78
CUST0138,2025-01,2290.82,1,3,2290.82
CUST0138,2025-05,5455.67,1,3,5455.67
CUST0139,2023-05,1852.88,1,4,1852.88
CUST0139,2023-08,1699.68,1,3,1699.68
CUST0139,2024-02,3120.74,1,2,3120.74
CUST0139,2024-08,7651.55,1,5,7651.55
CUST0139,2024-11,1312.2,1,2,1312.2
CUST0139,2025-01,1482.43,1,1,1482.43
CUST0139,2025-10,5932.96,1,5,5932.96
CUST0140,2023-07,3253.93,1,3,3253.93
CUST0140,2025-08,1499.71,1,5,1499.71
CUST0140,2025-11,5120.7,1,4,5120.7
CUST0141,2023-09,3553.24,1,4,3553.24
CUST0141,2023-11,10550.24,2,7,5275.12
CUST0141,2024-03,1002.25,1,4,1002.25
CUST0141,2024-04,5730.66,1,3,5730.66
CUST0141,2024-12,1029.9,1,3,1029.9
CUST0141,2025-03,814.89,1,1,814.89
CUST0141,2025-04,5945.84,1,4,5945.84
CUST0141,2025-08,1461.94,1,1,1461.94
CUST0142,2024-12,733.83,1,1,733.83
CUST0143,2023-01,7252.9,1,5,7252.9
CUST0143,2023-04,205.48,1,4,205.48
CUST0143,2023-08,1440.18,1,1,1440.18
CUST0143,2023-10,4318.92,2,7,2159.46
CUST0143,2023-11,1700.16,1,2,1700.16
CUST0143,2024-09,1577.37,1,1,1577.37
CUST0144,2023-11,2042.5,1,2,2042.5
CUST0144,2024-02,1200.72,1,1,1200.72
CUST0145,2024-04,4650.23,1,4,4650.23
CUST0145,2024-06,1342.66,1,1,1342.66
CUST0146,2023-11,2143.04,1,5,2143.04
CUST0146,2025-05,1871.92,1,5,1871.92
CUST0147,2024-02,899.16,1,4,899.16
CUST0147,2024-04,1611.48,1,5,1611.48
CUST0147,2024-11,7082.06,1,5,7082.06
CUST0147,2025-05,6716.76,1,4,6716.76
CUST0147,2025-06,1393.08,1,1,1393.08
CUST0148,2023-07,933.72,1,5,933.72
CUST0148,2024-01,5379.0,1,4,5379.0
CUST0148,2024-05,1733.02,1,1,1733.02
CUST0148,2024-10,4625.52,1,3,4625.52
CUST0148,2025-05,2980.01,1,3,2980.01
CUST0148,2025-06,1194.6,1,3,1194.6
CUST0148,2025-07,568.76,1,1,568.76
CUST0148,2025-11,5495.13,1,5,5495.13
CUST0149,2023-06,3688.16,1,2,3688.16
CUST0149,2025-06,3339.64,1,2,3339.64
CUST0151,2024-12,2457.46,1,3,2457.46
CUST0151,2025-01,2225.19,1,3,2225.19
CUST0151,2025-07,4761.16,1,4,4761.16
CUST0151,2025-10,2205.62,1,5,2205.62
CUST0152,2023-05,1429.98,1,1,1429.98
CUST0152,2024-05,4195.7,1,5,4195.7
CUST0152,2024-11,148.92,1,2,148.92
CUST0152,2025-02,3932.17,1,4,3932.17
CUST0153,2023-05,1057.25,1,1,1057.25
CUST0154,2023-05,201.8,1,3,201.8
CUST0154,2023-07,5448.59,2,4,2724.3
CUST0154,2024-09,1126.54,1,1,1126.54
CUST0154,2024-11,6423.04,1,4,6423.04
CUST0154,2025-04,790.56,1,2,790.56
CUST0155,2023-04,6368.2,2,8,3184.1
CUST0155,2023-12,3789.22,1,2,3789.22
CUST0155,2024-09,2502.16,1,2,2502.16
CUST0155,2024-10,430.64,1,2,430.64
CUST0155,2024-12,376.8,1,5,376.8
CUST0155,2025-11,5336.28,1,4,5336.28
CUST0156,2024-01,1041.86,2,2,520.93
CUST0156,2024-08,896.02,1,3,896.02
CUST0156,2025-03,5141.7,1,3,5141.7
CUST0156,2025-07,172.72,1,5,172.72
CUST0157,2025-06,4705.65,1,4,4705.65
CUST0158,2023-02,768.48,1,2,768.48
CUST0158,2023-10,2422.56,1,2,2422.56
CUST0159,2023-02,1307.03,1,1,1307.03
CUST0160,2023-09,907.33,1,1,907.33
CUST0160,2023-10,3048.52,1,4,3048.52
CUST0160,2023-11,3844.29,1,3,3844.29
CUST0160,2025-01,12956.24,2,8,6478.12
CUST0160,2025-04,6459.12,1,4,6459.12
CUST0161,2023-05,7379.6,1,5,7379.6
CUST0161,2023-07,1473.54,1,1,1473.54
CUST0161,2023-11,2321.35,1,2,2321.35
CUST0161,2023-12,8601.92,1,5,8601.92
CUST0161,2025-01,2984.58,1,2,2984.58
CUST0161,2025-04,1966.78,1,4,1966.78
CUST0161,2025-11,1377.2,1,2,1377.2
CUST0162,2024-07,1200.2,1,4,1200.2
CUST0163,2024-07,3440.84,1,2,3440.84
CUST0163,2024-12,1900.1,1,5,1900.1
CUST0163,2025-01,1126.15,1,1,1126.15
CUST0163,2025-03,469.17,1,3,469.17
CUST0163,2025-07,1109.94,1,1,1109.94
CUST0163,2025-09,2586.96,1,5,2586.96
CUST0164,2023-06,4692.67,2,5,2346.34
CUST0164,2023-08,5177.16,1,3,5177.16
CUST0164,2023-09,5077.52,1,4,5077.52
CUST0164,2024-12,6840.68,1,5,6840.68
CUST0165,2023-05,4875.2,1,4,4875.2
CUST0165,2024-01,1367.63,1,1,1367.63
CUST0165,2025-06,329.32,1,1,329.32
CUST0166,2024-10,1411.67,1,1,1411.67
CUST0166,2025-04,4600.37,1,4,4600.37
CUST0166,2025-10,4540.5,1,3,4540.5
CUST0166,2025-12,1383.22,1,2,1383.22
CUST0167,2023-01,570.53,1,4,570.53
CUST0167,2023-02,482.1,1,2,482.1
CUST0167,2023-05,7736.65,1,5,7736.65
CUST0167,2023-12,2178.28,1,4,2178.28
CUST0167,2025-01,2327.0,1,3,2327.0
CUST0167,2025-03,1112.7,1,2,1112.7
CUST0168,2023-08,1674.38,1,2,1674.38
CUST0168,2023-10,534.3,1,1,534.3
CUST0168,2024-07,4431.64,1,4,4431.64
CUST0168,2024-10,869.42,1,2,869.42
CUST0168,2025-07,3182.77,1,4,3182.77
CUST0168,2025-08,4288.71,1,3,4288.71
CUST0168,2025-12,1097.82,1,5,1097.82
CUST0169,2024-09,2744.03,1,4,2744.03
CUST0169,2025-06,1718.42,1,2,1718.42
CUST0169,2025-07,2768.28,1,3,2768.28
CUST0170,2023-02,721.58,1,3,721.58
CUST0170,2023-07,576.18,1,2,576.18
CUST0170,2023-11,900.03,1,1,900.03
CUST0170,2024-04,1816.04,1,2,1816.04
CUST0170,2025-09,288.83,1,5,288.83
CUST0170,2025-10,3484.61,2,7,1742.3
CUST0171,2024-02,8228.42,1,5,8228.42
CUST0171,2024-06,3094.59,1,3,3094.59
CUST0172,2024-02,5484.78,1,4,5484.78
CUST0173,2023-04,2790.72,1,4,2790.72
CUST0173,2023-05,2880.7,2,7,1440.35
CUST0173,2023-06,2486.12,1,5,2486.12
CUST0173,2024-07,1537.47,1,1,1537.47
CUST0173,2024-09,608.98,1,1,608.98
CUST0173,2025-08,2840.9,1,2,2840.9
CUST0173,2025-11,7130.4,1,5,7130.4
CUST0174,2023-08,1783.07,1,1,1783.07
CUST0174,2023-12,3699.33,1,3,3699.33
CUST0174,2024-06,2787.07,1,4,2787.07
CUST0174,2024-11,12581.73,2,8,6290.86
CUST0175,2023-01,855.39,1,1,855.39
CUST0175,2023-11,5527.36,1,4,5527.36
CUST0175,2024-01,4465.67,1,3,4465.67
CUST0175,2024-03,3151.87,1,3,3151.87
CUST0176,2023-03,6012.44,1,4,6012.44
CUST0176,2024-12,1364.64,1,1,1364.64
CUST0177,2023-09,1705.33,1,4,1705.33
CUST0177,2025-01,4539.42,1,3,4539.42
CUST0177,2025-02,50.02,1,2,50.02
CUST0178,2023-05,328.28,1,4,328.28
CUST0178,2023-08,680.64,1,1,680.64
CUST0178,2025-04,4482.9,1,3,4482.9
CUST0179,2023-03,3012.93,1,3,3012.93
CUST0179,2023-05,4839.29,2,3,2419.64
CUST0179,2023-10,8317.93,1,5,8317.93
CUST0179,2024-03,747.75,1,2,747.75
CUST0179,2025-03,1509.68,1,1,1509.68
CUST0180,2023-05,588.34,1,1,588.34
CUST0180,2023-09,1111.45,1,5,1111.45
CUST0180,2023-10,3069.08,1,3,3069.08
CUST0180,2024-06,857.45,1,2,857.45
CUST0180,2024-10,4730.4,1,3,4730.4
CUST0180,2024-11,5183.03,1,4,5183.03
CUST0180,2025-03,813.25,1,5,813.25
CUST0180,2025-05,5398.65,1,5,5398.65
CUST0180,2025-11,1993.5,1,5,1993.5
CUST0181,2023-12,918.39,1,3,918.39
CUST0181,2024-03,6898.24,1,5,6898.24
CUST0181,2024-07,2185.16,1,2,2185.16
CUST0181,2024-12,7280.72,1,4,7280.72
CUST0181,2025-06,1256.42,2,4,628.21
CUST0181,2025-07,482.08,1,1,482.08
CUST0182,2023-04,396.28,1,2,396.28
CUST0182,2023-05,947.18,1,2,947.18
CUST0182,2023-06,7167.76,1,4,7167.76
CUST0182,2023-10,8860.51,1,5,8860.51
CUST0182,2024-10,644.74,1,2,644.74
CUST0182,2025-01,758.99,1,1,758.99
CUST0182,2025-02,4824.88,1,5,4824.88
CUST0182,2025-03,7336.53,1,5,7336.53
CUST0182,2025-08,4914.66,1,3,4914.66
CUST0183,2023-06,2681.48,1,3,2681.48
CUST0183,2024-03,191.69,1,3,191.69
CUST0183,2024-08,505.81,1,1,505.81
CUST0183,2024-09,5545.86,1,4,5545.86
CUST0183,2025-02,5061.12,1,3,5061.12
CUST0183,2025-09,4443.55,1,3,4443.55
CUST0184,2023-10,2290.55,1,4,2290.55
CUST0184,2024-10,2453.0,1,4,2453.0
CUST0184,2025-11,1205.37,1,1,1205.37
CUST0185,2023-04,3705.43,1,5,3705.43
CUST0186,2023-10,2458.68,1,5,2458.68
CUST0186,2023-12,5943.09,1,3,5943.09
CUST0186,2024-05,5248.45,1,5,5248.45
CUST0186,2024-10,4419.52,1,5,4419.52
CUST0186,2024-11,2385.54,1,3,2385.54
CUST0186,2025-10,10221.52,2,8,5110.76
CUST0187,2023-03,347.13,1,1,347.13
CUST0187,2023-06,2868.02,1,3,2868.02
CUST0187,2023-11,2070.85,1,2,2070.85
CUST0187,2025-01,2721.32,2,8,1360.66
CUST0188,2025-03,102.05,1,5,102.05
CUST0189,2023-03,1245.08,1,3,1245.08
CUST0189,2024-08,2388.08,1,5,2388.08
CUST0189,2025-05,5713.11,1,3,5713.11
CUST0190,2023-01,4235.62,1,4,4235.62
CUST0190,2023-03,2630.88,1,5,2630.88
CUST0190,2023-05,296.78,1,1,296.78
CUST0190,2024-01,5004.0,1,5,5004.0
CUST0190,2024-03,780.74,1,1,780.74
CUST0190,2024-05,1596.56,1,4,1596.56
CUST0190,2025-02,1079.87,1,1,1079.87
CUST0190,2025-07,3563.37,1,4,3563.37
CUST0191,2023-12,235.58,1,1,235.58
CUST0191,2024-02,2666.7,1,5,2666.7
CUST0191,2024-04,5761.75,1,5,5761.75
CUST0191,2024-05,1162.31,2,3,581.15
CUST0191,2024-06,4284.46,1,3,4284.46
CUST0191,2025-07,6944.36,1,4,6944.36
CUST0192,2023-02,1575.98,1,2,1575.98
CUST0192,2023-06,5089.29,1,3,5089.29
CUST0192,2024-12,5370.52,1,4,5370.52
CUST0192,2025-01,3627.56,1,2,3627.56
CUST0192,2025-08,625.06,1,3,625.06
CUST0193,2023-03,7286.4,1,5,7286.4
CUST0193,2023-06,5337.12,1,3,5337.12
CUST0193,2023-07,8773.52,2,10,4386.76
CUST0193,2023-08,3087.72,1,3,3087.72
CUST0193,2024-02,7344.69,1,5,7344.69
CUST0194,2023-02,2347.18,1,2,2347.18
CUST0194,2023-06,488.94,1,1,488.94
CUST0194,2023-10,816.28,1,4,816.28
CUST0194,2024-05,568.54,1,2,568.54
CUST0195,2023-01,984.0,1,1,984.0
CUST0195,2023-09,5479.9,2,4,2739.95
CUST0195,2024-01,783.76,1,1,783.76
CUST0195,2024-02,4507.86,1,4,4507.86
CUST0195,2024-08,782.16,1,3,782.16
CUST0195,2025-09,2301.7,1,4,2301.7
CUST0195,2025-10,7886.84,1,5,7886.84
CUST0196,2023-08,1632.1,1,4,1632.1
CUST0196,2023-10,2813.66,1,5,2813.66
CUST0196,2024-09,2622.6,1,5,2622.6
CUST0197,2025-10,5207.98,1,5,5207.98
CUST0198,2025-05,1540.38,2,2,770.19
CUST0199,2023-02,2041.19,1,2,2041.19
CUST0199,2024-03,1685.37,1,1,1685.37
CUST0199,2025-06,9959.9,1,5,9959.9
CUST0200,2023-08,3432.36,2,5,1716.18
CUST0200,2023-09,249.2,1,2,249.2
CUST0200,2023-11,311.45,1,5,311.45
CUST0200,2023-12,4489.46,1,3,4489.46
CUST0200,2024-02,1866.92,1,4,1866.92
CUST0200,2024-04,313.4,1,2,313.4
CUST0200,2024-08,815.56,1,2,815.56
CUST0200,2024-11,6090.93,1,5,6090.93
CUST0200,2025-08,1299.08,1,4,1299.08
CUST0201,2023-10,203.59,1,2,203.59
CUST0201,2024-11,3178.92,1,3,3178.92
CUST0202,2023-03,2190.46,1,2,2190.46
CUST0202,2023-11,1342.29,1,1,1342.29
CUST0202,2024-08,4322.88,1,4,4322.88
CUST0202,2025-06,793.43,2,2,396.72
CUST0203,2025-02,496.06,1,5,496.06
CUST0204,2025-11,486.88,1,1,486.88
CUST0205,2024-06,1604.34,1,1,1604.34
CUST0205,2025-12,5064.07,1,5,5064.07
CUST0206,2023-03,8334.3,1,5,8334.3
CUST0206,2023-06,4365.75,1,5,4365.75
CUST0206,2023-08,9171.05,1,5,9171.05
CUST0206,2024-02,1478.55,1,3,1478.55
CUST0206,2024-05,2132.14,1,2,2132.14
CUST0206,2024-11,311.55,1,1,311.55
CUST0206,2024-12,2031.19,1,4,2031.19
CUST0206,2025-05,2481.36,1,3,2481.36
CUST0207,2023-09,1356.95,1,1,1356.95
CUST0207,2023-10,5307.84,1,3,5307.84
CUST0207,2024-02,9758.3,1,5,9758.3
CUST0207,2024-08,2435.48,1,3,2435.48
CUST0207,2025-04,1643.76,1,2,1643.76
CUST0207,2025-12,840.76,1,1,840.76
CUST0208,2023-03,1422.86,1,1,1422.86
CUST0208,2023-04,1890.29,1,2,1890.29
CUST0208,2023-07,5010.34,2,6,2505.17
CUST0208,2023-10,3391.85,1,2,3391.85
CUST0208,2024-08,1968.7,1,5,1968.7
CUST0208,2025-01,749.22,1,3,749.22
CUST0208,2025-04,2796.12,1,4,2796.12
CUST0208,2025-05,4379.99,1,4,4379.99
CUST0208,2025-11,5391.09,1,3,5391.09
CUST0209,2023-04,2330.78,1,3,2330.78
CUST0209,2023-09,373.72,1,1,373.72
CUST0209,2025-07,5384.34,1,3,5384.34
CUST0210,2024-01,6354.96,1,5,6354.96
CUST0210,2025-02,737.88,1,3,737.88
CUST0210,2025-06,878.95,1,1,878.95
CUST0211,2023-02,3529.9,1,3,3529.9
CUST0211,2023-10,3317.84,1,2,3317.84
CUST0211,2024-01,686.5,1,4,686.5
CUST0211,2024-11,286.62,1,2,286.62
CUST0211,2025-01,6452.28,1,5,6452.28
CUST0211,2025-06,4898.12,1,3,4898.12
CUST0211,2025-11,1417.14,1,5,1417.14
CUST0212,2023-05,8140.88,2,5,4070.44
CUST0212,2024-10,1837.3,1,2,1837.3
CUST0212,2025-04,1160.66,1,4,1160.66
CUST0213,2023-06,8629.11,2,5,4314.56
CUST0213,2024-05,772.05,1,1,772.05
CUST0213,2025-02,1702.96,1,2,1702.96
CUST0214,2024-10,1457.44,1,1,1457.44
CUST0214,2025-06,2408.56,1,4,2408.56
CUST0215,2023-06,4371.24,1,3,4371.24
CUST0215,2025-11,2540.36,2,2,1270.18
CUST0216,2023-05,844.17,1,1,844.17
CUST0216,2025-01,2007.63,1,3,2007.63
CUST0216,2025-04,9889.8,1,5,9889.8
CUST0217,2023-03,542.4,1,2,542.4
CUST0217,2024-08,1311.44,1,3,1311.44
CUST0217,2025-11,9584.27,3,9,3194.76
CUST0218,2023-09,3719.25,1,3,3719.25
CUST0218,2024-01,3837.18,2,7,1918.59
CUST0218,2024-02,3354.68,1,2,3354.68
CUST0218,2024-07,1565.23,1,5,1565.23
CUST0218,2025-01,3478.58,1,2,3478.58
CUST0218,2025-12,1162.95,1,3,1162.95
CUST0219,2023-02,4592.11,1,3,4592.11
CUST0219,2024-03,4773.06,1,3,4773.06
CUST0219,2024-04,6202.16,1,4,6202.16
CUST0219,2024-08,5719.2,1,3,5719.2
CUST0219,2024-11,5524.78,2,6,2762.39
CUST0220,2023-03,231.62,1,1,231.62
CUST0220,2023-05,3470.96,1,3,3470.96
CUST0220,2023-06,1121.36,1,2,1121.36
CUST0220,2024-01,2622.89,1,3,2622.89
CUST0220,2024-03,1282.1,1,1,1282.1
CUST0220,2024-12,664.68,1,3,664.68
CUST0220,2025-05,3368.93,1,2,3368.93
CUST0220,2025-06,4090.96,1,5,4090.96
CUST0220,2025-09,4074.23,1,4,4074.23
CUST0221,2023-03,2787.24,1,3,2787.24
CUST0221,2023-06,1647.35,1,5,1647.35
CUST0221,2024-01,8096.45,1,5,8096.45
CUST0221,2024-09,1953.63,1,2,1953.63
CUST0221,2025-08,2967.81,1,3,2967.81
CUST0221,2025-12,3680.18,1,2,3680.18
CUST0222,2023-06,1176.75,1,1,1176.75
CUST0222,2024-03,2091.15,1,2,2091.15
CUST0222,2024-10,13287.05,2,10,6643.52
CUST0222,2025-02,825.3,1,1,825.3
CUST0223,2023-03,2435.99,1,2,2435.99
CUST0223,2023-05,91.12,1,4,91.12
CUST0223,2024-03,710.28,1,3,710.28
CUST0223,2024-12,1327.95,1,1,1327.95
CUST0223,2025-10,1371.71,1,3,1371.71
CUST0223,2025-11,8323.17,2,9,4161.59
CUST0224,2023-02,698.27,1,3,698.27
CUST0224,2023-03,907.64,1,4,907.64
CUST0224,2023-04,815.96,1,4,815.96
CUST0224,2024-02,2290.89,1,3,2290.89
CUST0224,2025-01,1019.68,1,4,1019.68
CUST0224,2025-02,167.94,1,2,167.94
CUST0224,2025-03,1106.22,1,3,1106.22
CUST0224,2025-04,430.34,1,1,430.34
CUST0224,2025-12,232.7,1,5,232.7
CUST0225,2023-09,6906.72,1,4,6906.72
CUST0225,2023-10,1422.74,1,1,1422.74
CUST0225,2024-03,1888.75,1,3,1888.75
CUST0225,2024-05,2253.39,1,2,2253.39
CUST0225,2024-06,6535.9,1,5,6535.9
CUST0225,2024-12,3760.02,1,3,3760.02
CUST0226,2023-05,341.45,1,5,341.45
CUST0226,2023-08,101.6,1,4,101.6
CUST0226,2025-05,2267.24,1,4,2267.24
CUST0226,2025-07,229.95,1,5,229.95
CUST0227,2023-01,1480.2,1,1,1480.2
CUST0227,2023-02,846.98,1,1,846.98
CUST0227,2023-03,5085.86,1,4,5085.86
CUST0227,2023-08,1966.27,1,4,1966.27
CUST0227,2024-11,2331.01,1,3,2331.01
CUST0227,2025-01,1355.26,1,2,1355.26
CUST0227,2025-09,1594.29,1,1,1594.29
CUST0228,2023-07,7524.05,1,5,7524.05
CUST0228,2024-06,2350.28,1,4,2350.28
CUST0228,2025-12,7823.15,1,5,7823.15
CUST0229,2023-01,5727.75,1,5,5727.75
CUST0229,2023-12,832.66,1,1,832.66
CUST0230,2023-06,4540.9,1,5,4540.9
CUST0230,2024-01,660.83,1,3,660.83
CUST0230,2025-06,2686.27,1,3,2686.27
CUST0230,2025-09,1499.9,1,2,1499.9
CUST0231,2023-05,3102.24,1,4,3102.24
CUST0231,2025-06,6997.15,1,5,6997.15
CUST0232,2023-02,3364.35,1,3,3364.35
CUST0232,2023-08,3195.49,1,2,3195.49
CUST0232,2023-09,4291.9,1,3,4291.9
CUST0232,2023-10,1648.5,1,1,1648.5
CUST0232,2024-05,5780.08,1,4,5780.08
CUST0232,2024-08,2597.6,1,4,2597.6
CUST0233,2023-04,601.29,1,1,601.29
CUST0233,2025-02,5540.5,1,5,5540.5
CUST0234,2023-05,7122.04,1,4,7122.04
CUST0234,2024-10,4262.73,2,7,2131.37
CUST0234,2025-07,6069.6,1,4,6069.6
CUST0234,2025-09,4271.13,2,5,2135.57
CUST0235,2023-11,1419.66,1,3,1419.66
CUST0235,2025-05,2507.01,1,2,2507.01
CUST0236,2023-05,1954.66,1,3,1954.66
CUST0237,2023-03,1768.34,1,3,1768.34
CUST0237,2023-12,2303.41,1,3,2303.41
CUST0237,2024-04,1266.64,1,2,1266.64
CUST0237,2024-11,3937.74,1,3,3937.74
CUST0237,2025-01,815.68,1,2,815.68
CUST0237,2025-03,2650.31,1,4,2650.31
CUST0237,2025-09,1001.84,1,2,1001.84
CUST0237,2025-12,2932.54,1,2,2932.54
CUST0238,2023-05,3212.14,1,4,3212.14
CUST0238,2023-08,5095.74,1,3,5095.74
CUST0238,2024-06,3898.75,1,3,3898.75
CUST0238,2025-03,3028.84,2,4,1514.42
CUST0240,2023-02,1458.66,1,2,1458.66
CUST0240,2023-09,703.05,1,5,703.05
CUST0240,2024-03,7861.69,1,5,7861.69
CUST0240,2024-06,1553.81,1,1,1553.81
CUST0240,2025-02,4290.86,1,3,4290.86
CUST0240,2025-12,5802.19,1,4,5802.19
CUST0241,2023-12,1636.09,1,1,1636.09
CUST0241,2025-02,1320.02,1,1,1320.02
CUST0242,2023-02,3906.4,1,5,3906.4
CUST0242,2024-08,362.56,1,3,362.56
CUST0242,2024-10,812.14,1,2,812.14
CUST0242,2025-01,606.6,1,3,606.6
CUST0242,2025-02,5798.76,2,4,2899.38
CUST0242,2025-04,330.5,1,1,330.5
CUST0242,2025-07,1414.07,1,1,1414.07
CUST0242,2025-09,871.83,1,1,871.83
CUST0243,2023-06,2307.06,1,2,2307.06
CUST0243,2023-08,4342.74,1,3,4342.74
CUST0243,2023-10,1930.25,1,5,1930.25
CUST0243,2024-06,6798.53,1,5,6798.53
CUST0243,2025-01,1115.52,1,1,1115.52
CUST0243,2025-02,4652.28,1,5,4652.28
CUST0243,2025-07,1182.03,1,2,1182.03
CUST0244,2023-03,1645.2,1,1,1645.2
CUST0244,2023-05,973.3,1,1,973.3
CUST0244,2024-01,176.52,1,1,176.52
CUST0244,2024-03,2258.84,1,4,2258.84
CUST0244,2024-11,7142.08,1,4,7142.08
CUST0244,2025-01,46.26,1,2,46.26
CUST0244,2025-03,2220.62,2,9,1110.31
CUST0244,2025-08,3780.8,1,5,3780.8
CUST0245,2023-05,1376.06,1,2,1376.06
CUST0245,2023-06,8801.13,1,5,8801.13
CUST0245,2024-03,5003.46,1,5,5003.46
CUST0245,2024-08,5782.55,1,5,5782.55
CUST0245,2024-12,759.12,1,1,759.12
CUST0245,2025-04,530.47,1,1,530.47
CUST0245,2025-07,2179.14,1,2,2179.14
CUST0245,2025-09,4064.39,1,4,4064.39
CUST0246,2023-02,661.57,1,3,661.57
CUST0246,2023-03,855.7,1,2,855.7
CUST0246,2023-12,1287.88,1,2,1287.88
CUST0246,2025-01,761.66,1,2,761.66
CUST0246,2025-04,1379.73,1,1,1379.73
CUST0246,2025-11,434.92,1,2,434.92
CUST0247,2023-06,5181.23,1,4,5181.23
CUST0247,2024-12,1134.49,1,3,1134.49
CUST0247,2025-06,4589.1,1,4,4589.1
CUST0248,2023-05,676.28,1,2,676.28
CUST0248,2024-03,109.55,1,1,109.55
CUST0248,2024-07,2495.25,1,2,2495.25
CUST0248,2024-08,1671.05,1,1,1671.05
CUST0248,2024-11,2968.86,1,4,2968.86
CUST0248,2025-01,590.15,1,5,590.15
CUST0248,2025-09,613.75,1,5,613.75
CUST0249,2023-01,2877.6,1,4,2877.6
CUST0249,2023-03,2026.29,1,3,2026.29
CUST0249,2023-11,1151.58,1,3,1151.58
CUST0250,2023-07,2030.25,1,3,2030.25
CUST0250,2023-08,1395.9,1,1,1395.9
CUST0250,2024-01,358.11,1,4,358.11
CUST0250,2024-03,922.76,1,4,922.76
CUST0250,2025-01,1001.35,1,1,1001.35
CUST0250,2025-05,348.64,1,2,348.64
CUST0250,2025-11,1195.44,1,4,1195.44
CUST0251,2023-10,3015.95,1,5,3015.95
CUST0251,2024-02,150.75,1,1,150.75
CUST0251,2024-07,231.71,1,1,231.71
CUST0252,2023-06,1179.43,1,1,1179.43
CUST0252,2023-09,529.25,1,2,529.25
CUST0252,2024-02,5058.58,1,3,5058.58
CUST0252,2024-04,7232.44,1,4,7232.44
CUST0252,2025-03,7636.0,1,4,7636.0
CUST0252,2025-07,3877.69,1,3,3877.69
CUST0252,2025-12,6932.24,1,4,6932.24
CUST0253,2023-08,3222.55,1,2,3222.55
CUST0253,2023-12,94.07,1,3,94.07
CUST0253,2024-07,1805.14,1,2,1805.14
CUST0253,2024-12,842.13,1,2,842.13
CUST0253,2025-02,2186.44,1,2,2186.44
CUST0254,2023-06,3799.46,1,2,3799.46
CUST0254,2023-08,2579.84,1,4,2579.84
CUST0254,2024-04,4020.24,1,3,4020.24
CUST0254,2024-09,1080.25,1,1,1080.25
CUST0254,2024-12,3627.52,1,2,3627.52
CUST0254,2025-01,6971.28,1,4,6971.28
CUST0254,2025-04,8072.3,2,10,4036.15
CUST0255,2023-04,722.5,1,5,722.5
CUST0255,2023-05,1662.6,1,2,1662.6
CUST0255,2023-12,901.3,1,1,901.3
CUST0255,2024-07,674.41,1,1,674.41
CUST0255,2025-08,5207.1,1,4,5207.1
CUST0255,2025-12,2585.54,1,2,2585.54
CUST0256,2024-02,998.86,1,1,998.86
CUST0256,2024-04,5800.14,1,3,5800.14
CUST0256,2024-05,1209.84,1,1,1209.84
CUST0256,2025-11,5009.64,1,4,5009.64
CUST0257,2023-12,1688.87,1,4,1688.87
CUST0257,2024-12,4357.08,1,3,4357.08
CUST0260,2024-06,1021.42,1,1,1021.42
CUST0260,2025-10,5788.41,1,5,5788.41
CUST0261,2023-05,1553.46,1,3,1553.46
CUST0261,2024-05,1802.42,1,1,1802.42
CUST0261,2024-07,616.22,1,5,616.22
CUST0261,2024-11,613.2,1,1,613.2
CUST0261,2025-09,2353.5,1,3,2353.5
CUST0262,2023-10,1065.08,1,1,1065.08
CUST0262,2024-11,438.99,1,3,438.99
CUST0262,2025-02,975.59,1,1,975.59
CUST0262,2025-06,1626.17,1,1,1626.17
CUST0263,2023-10,6405.6,1,5,6405.6
CUST0263,2024-08,5363.55,1,3,5363.55
CUST0263,2025-05,5124.44,1,5,5124.44
CUST0264,2024-06,5287.04,1,4,5287.04
CUST0264,2025-03,6757.91,2,6,3378.95
CUST0264,2025-08,3449.08,2,5,1724.54
CUST0265,2023-12,6091.8,1,5,6091.8
CUST0265,2025-04,2104.09,1,4,2104.09
CUST0266,2023-07,5815.03,1,5,5815.03
CUST0266,2023-09,1548.26,1,1,1548.26
CUST0266,2023-10,2312.05,1,5,2312.05
CUST0266,2024-03,7524.12,1,5,7524.12
CUST0266,2024-05,1124.72,1,5,1124.72
CUST0266,2024-11,9868.06,2,7,4934.03
CUST0266,2025-02,1626.5,1,3,1626.5
CUST0266,2025-03,3342.12,1,3,3342.12
CUST0267,2023-03,754.62,1,2,754.62
CUST0267,2023-04,415.06,1,1,415.06
CUST0268,2023-08,2398.6,1,4,2398.6
CUST0268,2023-10,67.74,1,1,67.74
CUST0268,2024-03,942.31,1,1,942.31
CUST0268,2025-09,6045.8,1,4,6045.8
CUST0269,2023-04,1731.81,1,2,1731.81
CUST0269,2024-02,3516.14,1,3,3516.14
CUST0270,2023-01,4623.0,1,4,4623.0
CUST0270,2023-02,2509.46,1,2,2509.46
CUST0270,2023-07,495.46,1,4,495.46
CUST0270,2023-09,3453.91,1,3,3453.91
CUST0270,2024-04,6175.04,1,5,6175.04
CUST0270,2024-05,4910.84,1,5,4910.84
CUST0271,2024-01,734.75,1,4,734.75
CUST0271,2025-10,5858.76,1,4,5858.76
CUST0272,2023-07,7717.2,1,5,7717.2
CUST0272,2023-11,3860.49,1,3,3860.49
CUST0272,2024-10,3064.35,1,3,3064.35
